library_name,library_type,segment_variant,region,city,email,phone,address,website,source_url,source_date,in_greece,subject_variant,sent_date,replied,outcome,notes
Σχολική Βιβλιοθήκη Ζάννειου Εκπαιδευτηρίου,school,C,Κρήτη,Ε. Καλομοίρη  & Αρχελάου Ηράκλειο Κρήτης,info@zanneio.com,2810-320364,Ε. Καλομοίρη 25 & Αρχελάου Ηράκλειο Κρήτης 71409,,https://network.nlg.gr/library/scholiki-vivliothiki-zanniou-ekpedeftiriou/,2026-08-21,yes,1,,,,
Vamvakou Revival,school,C,Πελοπόννησος,Βαμβακού,info@vamvakourevival.org,27310 76233,"Βαμβακού 230 67, Ελλάδα",https://www.vamvakourevival.org/,https://network.nlg.gr/library/vamvakou-revival/,2026-08-21,yes,1,,,,
Βιβλιοθήκη ΕΠΑΛ Ξυλοκάστρου,school,C,Πελοπόννησος,Ξυλόκαστρο,mail@1epal-xylok.kor.sch.gr,27430 26286,"Περιοχή Σύθα, Ξυλόκαστρο, 20400",,https://network.nlg.gr/library/vivliothiki-epal-xylokastrou/,2026-08-21,yes,1,,,,
Βιβλιοθήκη Εκπαιδευτηρίων Μπουγά,school,C,Πελοπόννησος,Ακοβίτικα Καλαμάτας,bibliothiki@bougas-school.gr,"27210 92122, 2721092022","Πρωτοελλαδικού Μεγάρου, Ακοβίτικα Καλαμάτας, Καλαμάτα 241 00, Ελλάδα",https://bougas-school.gr,https://network.nlg.gr/library/vivliothiki-ekpedeftirion-bouga/,2026-08-21,yes,1,,,,
Βιβλιοθήκη Εθνολογικού Μουσείου Θράκης,special,D,Αν. Μακεδονία & Θράκη,ης Μαΐου,support@emthrace.org,+30 25510 36663,"14ης Μαΐου 63, Αλεξανδρούπολη, 68100",https://library.emthrace.org/,https://network.nlg.gr/library/vivliothiki-ethnologikou-mouseiou-thrakis/,2026-08-21,yes,1,,,,
Athens Comics Library,special,D,Αττική,Karaiskaki,contact@athenscomicslibrary.gr,210321 0146,"Karaiskaki 28, Athina 105 54, Greece",https://www.athenscomicslibrary.gr,https://network.nlg.gr/library/athens-comics-library/,2026-08-21,yes,1,,,,
Search Παιδική Βιβλιοθήκη Κηφισιάς,special,D,Αττική,Σαράφη,searchchildrenlibrary@gmail.com,210 6252634,"Σαράφη 6, Νέα Ερυθραία 146 71",https://www.search-kifissia-children-library.eu,https://network.nlg.gr/library/search-pediki-vivliothiki-kifisias/,2026-08-21,yes,1,,,,
We Need Books Multilingual Library / Multicultural Centre,special,D,Αττική,Evias,info@weneedbooks.org,+30 21 1182 4043,"Evias 7, Athina 113 62, Greece",https://weneedbooks.org/,https://network.nlg.gr/library/we-need-books-multilingual-library-multicultural-centre/,2026-08-21,yes,1,,,,
Βιβλιοθήκη Αισθητικής - Ίδρυμα Παναγιώτη και Έφης Μιχελή,special,D,Αττική,Βασ. Σοφίας,library@michelisfoundation.gr,210 7218626,"Βασ. Σοφίας 79, Αθήνα 11521",https://www.michelisfoundation.gr/vivliothiki-aisthitikis/,https://network.nlg.gr/library/vivliothiki-aisthitikis-idryma-panagioti-kai-efis-micheli/,2026-08-21,yes,1,,,,
"Βιβλιοθήκη ΕΣΗΕΑ ""Δημήτρης Ι. Πουρνάρας""",special,D,Αττική,Ακαδημίας,library@esiea.gr,2103675560,"Ακαδημίας 20, Αθήνα, 10671",https://www.vivliothikiesiea.gr/,https://network.nlg.gr/library/vivliothiki-esiea-dimitris-i-pournaras/,2026-08-21,yes,1,,,,
Βιβλιοθήκη Ελληνικής Στατιστικής Αρχής,special,D,Αττική,Πειραιώς,library@statistics.gr,2131352313-5 και 2131352347-9,"Πειραιώς 46, Πειραιάς, 18547",https://www.statistics.gr/el/library,https://network.nlg.gr/library/vivliothiki-ellinikis-statistikis-archis/,2026-08-21,yes,1,,,,
Βιβλιοθήκη Θεμάτων Ισότητας και Φύλου και Ιστορικό Αρχείο,special,D,Αττική,Κρατίνου  & Αθηνάς,library@isotita.gr,2103215618,"Κρατίνου 9 & Αθηνάς 61, Τ.Κ. 10552, Αθήνα",https://isotita.gr/vivliothiki-thematwn-isotitas/,https://network.nlg.gr/library/vivliothiki-thematon-isotitas-kai-fylou-kai-istoriko-archeio/,2026-08-21,yes,1,,,,
Βιβλιοθήκη Ιδρύματος Βασίλη & Ελίζας Γουλανδρή,special,D,Αττική,Eratosthenous,library@goulandris.gr,"2107252895 (εσωτ. 255), 2100102155","Eratosthenous 13, Athina 116 35, Greece",https://goulandris.gr/el/education/goulandris-library,https://network.nlg.gr/library/vivliothiki-idrymatos-vasili-amp-elizas-goylandri/,2026-08-21,yes,1,,,,
Βιβλιοθήκη Ινστιτούτου Έρευνας Μουσικής & Ακουστικής,special,D,Αττική,Asklipiou,protocol@iema.gr,210 3310129,"Asklipiou 85, Athina 114 72, Greece",http://www.iema.gr/,https://network.nlg.gr/library/vivliothiki-institoytoy-ereynas-moysikis-amp-akoystikis/,2026-08-21,yes,1,,,excluded:general-inbox,"general/protocol inbox of the parent body, not the library — do not send; re-source from the library itself"
Βιβλιοθήκη Πολεμικού Μουσείου,special,D,Αττική,Ριζάρη -,panagiotis_tsironis@warmuseum.gr,2114111829,"Ριζάρη 2-4, Αθήνα",,https://network.nlg.gr/library/vivliothiki-polemikou-mouseiou/,2026-08-21,yes,1,,,excluded:personal-mailbox,"address is a named individual, not an institutional mailbox — do not send; re-source a generic library address"
Δανειστική Βιβλιοθήκη «Καίτη Λασκαρίδη»,special,D,Αττική,Kountouriotou,info@laskaridisfoundation.org,2169003740,"Kountouriotou 173, Pireas 185 35, Greece",http://www.laskaridisfoundation.org/,https://network.nlg.gr/library/daneistiki-vivliothiki-quot-kaiti-laskaridi-quot/,2026-08-21,yes,1,,,,shared mailbox — represents 2 libraries in this network; send once
Ευώνυμος Οικολογική Βιβλιοθήκη,special,D,Αττική,Αγίων Ασωμάτων,evonymos@tee.gr,21 1184 2049,"Αγίων Ασωμάτων 9, τ.κ. 10553, Αθήνα",https://www.evonymos.org,https://network.nlg.gr/library/evonymos-oikologiki-vivliothiki/,2026-08-21,yes,1,,,,
Ιστορική Βιβλιοθήκη Ιδρύματος Αικατερίνης Λασκαρίδη,special,D,Αττική,as Merarchias,info@laskaridisfoundation.org,2169003700,"2as Merarchias 36, Pireas 185 35, Greece",http://www.laskaridisfoundation.org/,https://network.nlg.gr/library/istoriki-vivliothiki-idrymatos-aikaterinis-laskaridi/,2026-08-21,yes,1,,,duplicate-of:297,shares info@laskaridisfoundation.org with row 297 — already covered by that send
"Μουσική Βιβλιοθήκη ""Λίλιαν Βουδούρη"" του Συλλόγου Οι Φίλοι της Μουσικής",special,D,Αττική,Βασ. Σοφίας & Κόκκαλη,library@megaron.gr,"2107282556, 2107282778","Βασ. Σοφίας & Κόκκαλη 1, Τ.Κ. 11521 Αθήνα",,https://network.nlg.gr/library/mousiki-vivliothiki-lilian-voudouri-tou-syllogou-oi-filoi-tis-mousikis/,2026-08-21,yes,1,,,,
"Αναγνωστήριο Αγιάσου ""Η Ανάπτυξη""",special,D,Βόρειο Αιγαίο,Αγιάσος,info@anagnostirioagiasou.gr,2252022240,"Αγιάσος Λέσβou, 81101, Αγιάσος",https://www.anagnostirioagiasou.gr/,https://network.nlg.gr/library/anagnostirio-agiasou-h-anaptyxi/,2026-08-21,yes,1,,,,
Ιόνιος Βιβλιοθήκη Αιγίου,special,D,Δυτική Ελλάδα,Andronopoulou,ioniosvivliothiki@yahoo.gr,2691062562,"Andronopoulou 12, Egio 251 00, Greece",http://ioniosvivliothiki.blogspot.com/,https://network.nlg.gr/library/ionios-vivliothiki-aigioy/,2026-08-21,yes,1,,,,
Βιβλιοθήκη Καλαμπάκας- Επιμορφωτική Λογοτεχνική & Αστική μη Κερδοσκοπική Εταιρεία Καλαμπάκας,special,D,Θεσσαλία,Ρόδου,info@kalambakalibrary.org,2432023041,"Ρόδου 9, Καλαμπάκα, Τ.Κ. 42200, Θεσσαλία",,https://network.nlg.gr/library/vivliothiki-kalampakas/,2026-08-21,yes,1,,,,
Βιβλιοθήκη Αγροτικού Σωφρονιστικού Καταστήματος Αγιάς Χανίων,special,D,Κρήτη,Αγιά  Χανιά,agiaprisonlibrary@gmail.com,2821031751,"Αγροτικό Σωφρονιστικό Κατάστημα Αγιάς Χανίων, Αγιά 73100 Χανιά, Filaki 731 00, Greece",,https://network.nlg.gr/library/vivliothiki-agrotikou-katastimatos-kratisis-agias/,2026-08-21,yes,1,,,,
Βιβλιοταξιδευτές,special,D,Κρήτη,Χανίων,theod_arg@yahoo.gr,2810283114,"Χανίων 3, Ηράκλειο Κρήτης, 71202",,https://network.nlg.gr/library/vivliotaxideftes/,2026-08-21,yes,1,,,excluded:personal-mailbox,"address is a named individual, not an institutional mailbox — do not send; re-source a generic library address"
Καΐρειος Βιβλιοθήκη,special,D,Νότιο Αιγαίο,Άνδρος,kaireios@otenet.gr,22820 22262 2282024504,Άνδρος 84500,http://www.Kaireios.gr,https://network.nlg.gr/library/kairios-vivliothiki/,2026-08-21,yes,1,,,,
Fougaro Kids' Library,special,D,Πελοπόννησος,Λεωφ. Ασκληπιού,mkonstantopoulou@anthosfougaro.gr,"2752047315, 6941601388","Λεωφ. Ασκληπιού 98, Ναύπλιο 211 00, Ελλάδα",http://www.fougaro.gr,https://network.nlg.gr/library/nea-vivliothiki-fougarou/,2026-08-21,yes,1,,,excluded:personal-mailbox,"address is a named individual, not an institutional mailbox — do not send; re-source a generic library address"
Αργολική Αρχειακή Βιβλιοθήκη Ιστορίας & Πολιτισμού,special,D,Πελοπόννησος,Τσώκρη,argolikoslibrary@yahoo.gr,2751061315,"Τσώκρη 63, Άργος, 21200",https://argolikivivliothiki.gr/,https://network.nlg.gr/library/argoliki-archeiaki-vivliothiki-istorias-politismou/,2026-08-21,yes,1,,,,
ΒΙΒΛΙΟΘΗΚΗ του FOUGARO ARTCENTER,special,D,Πελοπόννησος,Ασκληπιού  Ναύπλιο,info@anthosfougaro.gr,27520-47380 & 27520-47382,Ασκληπιού 98 Ναύπλιο 21100,http://opac.fougaro.gr,https://network.nlg.gr/library/vivliothiki-fougarou/,2026-08-21,yes,1,,,,
"Κοινωφελές ‘Ιδρυμα Μιχαήλ Ν. Στασινόπουλος – ΒΙΟΧΑΛΚΟ, Στάδιο Τεγέας",special,D,Πελοπόννησος,Ίδρυμα Μιχαήλ Ν. Στασινόπουλος-ΒΙΟΧΑΛΚΟ,library@msvf.gr,2710 557111,"Πολιτιστικό Κέντρο, Ίδρυμα Μιχαήλ Ν. Στασινόπουλος-ΒΙΟΧΑΛΚΟ, Επαρχιακή οδός Σταδίου Ψηλής Βρύσης 10, Αρκαδία, Τ.Κ. 220 12",https://www.msvf.gr/el/vivliothiki/,https://network.nlg.gr/library/vivliothiki-quot-koinofeles-idryma-michail-n-stasinopoylos-viochalko-quot-stadio-tegeas/,2026-08-21,yes,1,,,,
Pascal International Education Βιβλιοθήκη Λάρνακας,school,C,Κύπρος (εκτός Ελλάδας),Πολυτεχνείου,zaloumip@pascal.ac.cy,0035722509300 -310,"Πολυτεχνείου 2, Λάρνακα, 7103",https://lcalibpascal.openabekt.gr/,https://network.nlg.gr/library/pascal-international-education-vivliothiki-larnakas/,2026-08-21,no,1,,,,ΕΚΤΟΣ ΕΛΛΑΔΑΣ — εξαιρείται
Pascal International Education Βιβλιοθήκη Λεμεσού,school,C,Κύπρος (εκτός Ελλάδας),Grammaton Street,konstantinoupm@pascal.ac.cy,0035722509410,"2, Grammaton Street, 3112 Palodia, Lemesos",https://pascal-lemesos.mylibrary.cy,https://network.nlg.gr/library/vivliothiki-pascal-lemesou/,2026-08-21,no,1,,,,ΕΚΤΟΣ ΕΛΛΑΔΑΣ — εξαιρείται
Pascal International Education Βιβλιοθήκη Λευκωσίας,school,C,Κύπρος (εκτός Ελλάδας),Κοπεγχάγης,leflib@pascal.ac.cy,0035722509105,"Κοπεγχάγης 177, Λακατάμια, Λευκωσία, T.K.1303",https://leflibpascal.openabekt.gr/,https://network.nlg.gr/library/pascal-international-education-vivliothiki-lefkosias/,2026-08-21,no,1,,,,ΕΚΤΟΣ ΕΛΛΑΔΑΣ — εξαιρείται
Παγκύπριον Γυμνάσιον - Σεβέρειος Βιβλιοθήκη,school,C,Κύπρος (εκτός Ελλάδας),Πλατεία Αρχιεπισκόπου Κυπριανού,severeios-vivliothiki@schools.ac.cy,"00357 22466718, 00357-22747328","Πλατεία Αρχιεπισκόπου Κυπριανού 1016, Λευκωσία Κύπρος",http://lyk-pagkyprion-lef.schools.ac.cy/index.php/el/,https://network.nlg.gr/library/severeios-vivliothiki/,2026-08-21,no,1,,,,ΕΚΤΟΣ ΕΛΛΑΔΑΣ — εξαιρείται
Greek Library of London,special,D,Αγγλία (εκτός Ελλάδας),Victoria Road,info@greeklibrary.org,00447484873585,"58 Victoria Road, New Barnet, EN4 9PE, London",https://www.greeklibrary.org,https://network.nlg.gr/library/greek-library-of-london/,2026-08-21,no,1,,,,ΕΚΤΟΣ ΕΛΛΑΔΑΣ — εξαιρείται
